{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130018626945175, 'apogeeAltitude': 800.0505732166873, 'apogeeX': 1.012302690751081, 'apogeeY': 1.0094296189053116, 'impactTime': 46.5128232988329, 'impactX': 290.53070902694856, 'impactY': -102.99022537065368, 'impactVelocity': -17.738031891251136, 'initialStaticMargin': 2.9243203789361902, 'outOfRailStaticMargin': 2.9243203789361902, 'finalStaticMargin': 2.924320378943833, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 19.751491449727876, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.4022994993041142, 'drogueInflatedVelocity': 18.17650463545513}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10132695899414919, 'apogeeAltitude': 800.0505954537507, 'apogeeX': 1.012596064577067, 'apogeeY': 1.0098284215446647, 'impactTime': 44.98318727135348, 'impactX': 276.4664349509614, 'impactY': -89.23936350169137, 'impactVelocity': -16.91363821488746, 'initialStaticMargin': 3.4799972819449194, 'outOfRailStaticMargin': 3.4799972819449194, 'finalStaticMargin': 3.4799972819516682, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 35.70802338345694, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.733379360523521, 'drogueInflatedVelocity': 35.70802338345694}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123449158026482, 'apogeeAltitude': 800.0505235359597, 'apogeeX': 1.0116346746099387, 'apogeeY': 1.008716057173407, 'impactTime': 44.81325616920773, 'impactX': 277.5645947894772, 'impactY': -96.46156956123518, 'impactVelocity': -17.61739048104087, 'initialStaticMargin': 2.2755595256395655, 'outOfRailStaticMargin': 2.2755595256395655, 'finalStaticMargin': 2.275559525646193, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 27.65552430588377, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.8428033657588307, 'drogueInflatedVelocity': 27.65552430588377}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133001175654499, 'apogeeAltitude': 800.0505976251557, 'apogeeX': 1.0126210149570107, 'apogeeY': 1.0098304610056945, 'impactTime': 45.48317236448242, 'impactX': 282.4445425245763, 'impactY': -97.7183625306934, 'impactVelocity': -17.577050986440955, 'initialStaticMargin': 3.5504593200514343, 'outOfRailStaticMargin': 3.5504593200514343, 'finalStaticMargin': 3.5504593200582772, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 25.077666222400293, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.448190927247429, 'drogueInflatedVelocity': 25.077666222400293}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123678712201155, 'apogeeAltitude': 800.0505408629053, 'apogeeX': 1.0116667261305266, 'apogeeY': 1.0087855410618893, 'impactTime': 39.01118395811715, 'impactX': 254.37807505707352, 'impactY': -59.39351553227438, 'impactVelocity': -21.171949288579153, 'initialStaticMargin': 2.866204495183624, 'outOfRailStaticMargin': 2.866204495183624, 'finalStaticMargin': 2.8662044951907455, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 22.824013842642923, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.122387631943266, 'drogueInflatedVelocity': 22.7392129021651}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123500992156605, 'apogeeAltitude': 800.0505400391967, 'apogeeX': 1.0116447882439732, 'apogeeY': 1.0087464866405174, 'impactTime': 44.98103749000022, 'impactX': 281.07855923563386, 'impactY': -96.41477781577834, 'impactVelocity': -18.030891352423858, 'initialStaticMargin': 2.8786032320001493, 'outOfRailStaticMargin': 2.8786032320001493, 'finalStaticMargin': 2.8786032320064794, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 22.148526025743358, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.0349813125282634, 'drogueInflatedVelocity': 22.148526025743358}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127427315657545, 'apogeeAltitude': 800.0505617162594, 'apogeeX': 1.012049567555106, 'apogeeY': 1.0092011930568465, 'impactTime': 44.82687142375021, 'impactX': 279.30214546986406, 'impactY': -95.28007313695333, 'impactVelocity': -17.883523780237283, 'initialStaticMargin': 3.0409516542300956, 'outOfRailStaticMargin': 3.0409516542300956, 'finalStaticMargin': 3.040951654236797, 'numberOfEvents': 1, 'executionTime': 0.125, 'maxVelocity': 24.68461387185233, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.4040245002844647, 'drogueInflatedVelocity': 24.68461387185233}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127455632574843, 'apogeeAltitude': 800.0505608282581, 'apogeeX': 1.012059637963737, 'apogeeY': 1.0092410059798325, 'impactTime': 45.89824361503845, 'impactX': 284.4700342948217, 'impactY': -101.44198903070067, 'impactVelocity': -17.472644771052362, 'initialStaticMargin': 3.0232325513856857, 'outOfRailStaticMargin': 3.0232325513856857, 'finalStaticMargin': 3.023232551392269, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 24.04753720793822, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.3100492033922078, 'drogueInflatedVelocity': 24.04753720793822}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129542235769536, 'apogeeAltitude': 800.0505760990025, 'apogeeX': 1.0122699283005876, 'apogeeY': 1.0094580149588563, 'impactTime': 43.078052277899815, 'impactX': 271.2072697561984, 'impactY': -84.2867964109775, 'impactVelocity': -18.627023617982125, 'initialStaticMargin': 3.269540615012322, 'outOfRailStaticMargin': 3.269540615012322, 'finalStaticMargin': 3.2695406150186845, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 25.558519429247067, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.5204544027063767, 'drogueInflatedVelocity': 25.558519429247067}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133181706883988, 'apogeeAltitude': 800.050596984476, 'apogeeX': 1.0126253297006902, 'apogeeY': 1.0097783075852114, 'impactTime': 50.55751290086724, 'impactX': 306.8481814932225, 'impactY': -126.65639750285222, 'impactVelocity': -15.816501093392786, 'initialStaticMargin': 3.3396355228139076, 'outOfRailStaticMargin': 3.3396355228139076, 'finalStaticMargin': 3.3396355228211076, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 22.661426711378365, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.10891027054167, 'drogueInflatedVelocity': 22.661426711378365}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1013304115231311, 'apogeeAltitude': 800.0505892669651, 'apogeeX': 1.012614793412194, 'apogeeY': 1.0097822104569276, 'impactTime': 40.881177153153985, 'impactX': 260.1928075880263, 'impactY': -70.12846417494201, 'impactVelocity': -19.440527606292527, 'initialStaticMargin': 3.087394604882456, 'outOfRailStaticMargin': 3.087394604882456, 'finalStaticMargin': 3.0873946048897585, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 28.86876801807046, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.9644122993355273, 'drogueInflatedVelocity': 28.86876801807046}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10124880441224698, 'apogeeAltitude': 800.0505495925752, 'apogeeX': 1.0117965176975274, 'apogeeY': 1.0089548799313313, 'impactTime': 48.04887471504953, 'impactX': 294.82286744850376, 'impactY': -113.46437695665182, 'impactVelocity': -16.6862419548517, 'initialStaticMargin': 3.1323388120235607, 'outOfRailStaticMargin': 3.1323388120235607, 'finalStaticMargin': 3.1323388120308135, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 23.080250276131093, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.16966597670079, 'drogueInflatedVelocity': 23.080250276131093}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133299406918678, 'apogeeAltitude': 800.050595338043, 'apogeeX': 1.012654530634636, 'apogeeY': 1.0098791354538, 'impactTime': 42.92655358756886, 'impactX': 269.05414982567015, 'impactY': -80.21870300878953, 'impactVelocity': -18.269474571044476, 'initialStaticMargin': 3.377240821116777, 'outOfRailStaticMargin': 3.377240821116777, 'finalStaticMargin': 3.3772408211241465, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 30.531425397261, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.145165422967118, 'drogueInflatedVelocity': 30.531425397261}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10126797757753189, 'apogeeAltitude': 800.0505623037229, 'apogeeX': 1.0119875454645189, 'apogeeY': 1.0091430244034791, 'impactTime': 39.88485242837774, 'impactX': 256.07293263404017, 'impactY': -63.90250116658048, 'impactVelocity': -20.052148562224044, 'initialStaticMargin': 3.234464344571947, 'outOfRailStaticMargin': 3.234464344571947, 'finalStaticMargin': 3.234464344579131, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 28.3303839936566, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.888330913231809, 'drogueInflatedVelocity': 28.3303839936566}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127993753693053, 'apogeeAltitude': 800.0505628264677, 'apogeeX': 1.0120998923124214, 'apogeeY': 1.0092255414108235, 'impactTime': 44.86432390653253, 'impactX': 283.83538992122055, 'impactY': -91.96136295934778, 'impactVelocity': -18.589382164947484, 'initialStaticMargin': 2.918054453252099, 'outOfRailStaticMargin': 2.918054453252099, 'finalStaticMargin': 2.918054453258622, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 20.497879152016427, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.244923855480404, 'drogueInflatedVelocity': 17.295918712820374}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10132292464788623, 'apogeeAltitude': 800.050582577677, 'apogeeX': 1.0125371565584709, 'apogeeY': 1.0096931801576046, 'impactTime': 39.38430145576014, 'impactX': 254.82036382786066, 'impactY': -62.69268880664354, 'impactVelocity': -20.675308534497702, 'initialStaticMargin': 2.86494862432719, 'outOfRailStaticMargin': 2.86494862432719, 'finalStaticMargin': 2.8649486243343882, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 25.06395172805203, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.4605377814902547, 'drogueInflatedVelocity': 25.06395172805203}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10132341709980737, 'apogeeAltitude': 800.0505860781414, 'apogeeX': 1.0125402382993562, 'apogeeY': 1.0096886979967645, 'impactTime': 41.24617674925931, 'impactX': 266.75567182325926, 'impactY': -70.08626069788242, 'impactVelocity': -20.295439663084156, 'initialStaticMargin': 2.9642437345780395, 'outOfRailStaticMargin': 2.9642437345780395, 'finalStaticMargin': 2.9642437345846377, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 22.011567125465195, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.5185210004242347, 'drogueInflatedVelocity': 18.867863435292072}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10132047503286812, 'apogeeAltitude': 800.0505908630751, 'apogeeX': 1.0125234040072821, 'apogeeY': 1.0097236194954669, 'impactTime': 44.62149681855849, 'impactX': 278.86595037487075, 'impactY': -93.3923497844263, 'impactVelocity': -18.045148950091253, 'initialStaticMargin': 3.405812696861111, 'outOfRailStaticMargin': 3.405812696861111, 'finalStaticMargin': 3.405812696868359, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 23.968558784125605, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.294893956895625, 'drogueInflatedVelocity': 23.968558784125605}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129936067055356, 'apogeeAltitude': 800.0505770041912, 'apogeeX': 1.0123069664036555, 'apogeeY': 1.0094854129745947, 'impactTime': 47.54873886153561, 'impactX': 293.02666672089373, 'impactY': -110.47870996804565, 'impactVelocity': -16.961054941792256, 'initialStaticMargin': 3.215797384206268, 'outOfRailStaticMargin': 3.215797384206268, 'finalStaticMargin': 3.21579738421376, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 22.080280906237235, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.0200986155124276, 'drogueInflatedVelocity': 22.080280906237235}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129009715676443, 'apogeeAltitude': 800.0505725055614, 'apogeeX': 1.012208473103567, 'apogeeY': 1.0093628427365782, 'impactTime': 39.71351844967305, 'impactX': 260.7663901941035, 'impactY': -58.4277201061544, 'impactVelocity': -21.326793609018157, 'initialStaticMargin': 3.1507418002063114, 'outOfRailStaticMargin': 3.1507418002063114, 'finalStaticMargin': 3.1507418002132064, 'numberOfEvents': 1, 'executionTime': 0.125, 'maxVelocity': 22.934939204279893, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.4119757998850315, 'drogueInflatedVelocity': 18.240019317828935}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133025686665609, 'apogeeAltitude': 800.0505908277651, 'apogeeX': 1.0126090461586705, 'apogeeY': 1.0097591982521623, 'impactTime': 44.76212959710121, 'impactX': 277.08495298059296, 'impactY': -90.87462703202036, 'impactVelocity': -17.4012358077722, 'initialStaticMargin': 3.040221441648468, 'outOfRailStaticMargin': 3.040221441648468, 'finalStaticMargin': 3.0402214416561986, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 30.967193386483373, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.217244853254644, 'drogueInflatedVelocity': 30.967193386483373}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130538678222895, 'apogeeAltitude': 800.0505802929474, 'apogeeX': 1.012372834839337, 'apogeeY': 1.0095743213925754, 'impactTime': 40.69358772997216, 'impactX': 258.5161605690054, 'impactY': -66.79758977582242, 'impactVelocity': -19.25143010625975, 'initialStaticMargin': 3.209307742274884, 'outOfRailStaticMargin': 3.209307742274884, 'finalStaticMargin': 3.20930774228228, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 31.94669447657515, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.3172691495717035, 'drogueInflatedVelocity': 31.94669447657515}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10124466237982803, 'apogeeAltitude': 800.0505450750145, 'apogeeX': 1.0117428783711127, 'apogeeY': 1.008851003167962, 'impactTime': 45.63926574589049, 'impactX': 280.6583668849553, 'impactY': -95.64214026193201, 'impactVelocity': -16.955259325364445, 'initialStaticMargin': 2.809195616657499, 'outOfRailStaticMargin': 2.809195616657499, 'finalStaticMargin': 2.809195616664396, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 31.875005274847236, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.3387774138623834, 'drogueInflatedVelocity': 31.875005274847236}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10136026072003913, 'apogeeAltitude': 800.0506176497272, 'apogeeX': 1.0129379384420685, 'apogeeY': 1.010206726545018, 'impactTime': 42.32833426884504, 'impactX': 266.8721989854772, 'impactY': -75.8858559791421, 'impactVelocity': -18.625736789726453, 'initialStaticMargin': 3.990412117049848, 'outOfRailStaticMargin': 3.990412117049848, 'finalStaticMargin': 3.990412117057124, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 29.942734575813425, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.0435029878362068, 'drogueInflatedVelocity': 29.942734575813425}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128208170723552, 'apogeeAltitude': 800.0505662853391, 'apogeeX': 1.012130291527578, 'apogeeY': 1.009292764773329, 'impactTime': 41.71299594841318, 'impactX': 263.6643263156848, 'impactY': -74.53539569784955, 'impactVelocity': -18.93134943439255, 'initialStaticMargin': 3.1142854296818685, 'outOfRailStaticMargin': 3.1142854296818685, 'finalStaticMargin': 3.114285429689089, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 29.669342814979284, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.060385822459799, 'drogueInflatedVelocity': 29.669342814979284}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133359282643652, 'apogeeAltitude': 800.0506002297034, 'apogeeX': 1.0126587695365354, 'apogeeY': 1.0098762118311626, 'impactTime': 44.75013952903458, 'impactX': 278.40983588278414, 'impactY': -92.08254531808684, 'impactVelocity': -17.710799520322134, 'initialStaticMargin': 3.6580181314613993, 'outOfRailStaticMargin': 3.6580181314613993, 'finalStaticMargin': 3.6580181314688147, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 27.39254298793409, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.751589691860582, 'drogueInflatedVelocity': 27.39254298793409}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10128675160483894, 'apogeeAltitude': 800.0505657805008, 'apogeeX': 1.012177192815326, 'apogeeY': 1.0093404890876392, 'impactTime': 42.491168183528124, 'impactX': 271.11433123837753, 'impactY': -79.84024725498136, 'impactVelocity': -19.43024153354342, 'initialStaticMargin': 3.023203344854368, 'outOfRailStaticMargin': 3.023203344854368, 'finalStaticMargin': 3.0232033448607476, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 21.247591084592052, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.7503678864514587, 'drogueInflatedVelocity': 20.31817179527108}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130423140451243, 'apogeeAltitude': 800.0505791203386, 'apogeeX': 1.0123600047012131, 'apogeeY': 1.0095562475149904, 'impactTime': 43.61706213203766, 'impactX': 278.21611424174534, 'impactY': -83.946623578856, 'impactVelocity': -19.184453510374645, 'initialStaticMargin': 3.220050957378398, 'outOfRailStaticMargin': 3.220050957378398, 'finalStaticMargin': 3.2200509573863423, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 21.023214841540312, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.2794022989414113, 'drogueInflatedVelocity': 17.50021077137754}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10138571184770148, 'apogeeAltitude': 800.0506310840699, 'apogeeX': 1.0131937719864197, 'apogeeY': 1.0104680014082736, 'impactTime': 46.90450358553607, 'impactX': 291.63316548996966, 'impactY': -105.39055991814269, 'impactVelocity': -17.449706310068308, 'initialStaticMargin': 4.1051164017279, 'outOfRailStaticMargin': 4.1051164017279, 'finalStaticMargin': 4.105116401735292, 'numberOfEvents': 1, 'executionTime': 0.15625, 'maxVelocity': 19.52238108317571, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.6198120232200535, 'drogueInflatedVelocity': 19.52238108317571}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10124818557354855, 'apogeeAltitude': 800.0505427610703, 'apogeeX': 1.0117793013597887, 'apogeeY': 1.0088923061612094, 'impactTime': 41.02298877683707, 'impactX': 258.1651986638299, 'impactY': -68.7791031193625, 'impactVelocity': -18.682055545154835, 'initialStaticMargin': 2.653137606077158, 'outOfRailStaticMargin': 2.653137606077158, 'finalStaticMargin': 2.65313760608394, 'numberOfEvents': 1, 'executionTime': 0.21875, 'maxVelocity': 35.744244302095204, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.7938861091801526, 'drogueInflatedVelocity': 35.744244302095204}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10120763663534423, 'apogeeAltitude': 800.0505158767737, 'apogeeX': 1.0113668206695923, 'apogeeY': 1.008451075682434, 'impactTime': 46.788889627002085, 'impactX': 286.40115444357974, 'impactY': -105.40803184128633, 'impactVelocity': -16.696674269281765, 'initialStaticMargin': 2.4239471894649727, 'outOfRailStaticMargin': 2.4239471894649727, 'finalStaticMargin': 2.423947189471248, 'numberOfEvents': 1, 'executionTime': 0.234375, 'maxVelocity': 29.10911099060914, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.0313135502317174, 'drogueInflatedVelocity': 29.10911099060914}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123879217956257, 'apogeeAltitude': 800.0505368466856, 'apogeeX': 1.0116796629395244, 'apogeeY': 1.0087692242699722, 'impactTime': 46.54907939439805, 'impactX': 287.14923631508293, 'impactY': -105.95980183520226, 'impactVelocity': -17.1776267838893, 'initialStaticMargin': 2.618474240915677, 'outOfRailStaticMargin': 2.618474240915677, 'finalStaticMargin': 2.6184742409220645, 'numberOfEvents': 1, 'executionTime': 0.21875, 'maxVelocity': 24.2464379388069, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.348252984881318, 'drogueInflatedVelocity': 24.2464379388069}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10127388862774447, 'apogeeAltitude': 800.0505541216232, 'apogeeX': 1.012034709344915, 'apogeeY': 1.0091410470693152, 'impactTime': 48.67404562403404, 'impactX': 297.8710190619409, 'impactY': -117.51456081493235, 'impactVelocity': -16.49318838475875, 'initialStaticMargin': 2.6572981711713384, 'outOfRailStaticMargin': 2.6572981711713384, 'finalStaticMargin': 2.6572981711778483, 'numberOfEvents': 1, 'executionTime': 0.21875, 'maxVelocity': 22.444353643813834, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.079557413047921, 'drogueInflatedVelocity': 22.444353643813834}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1012869588695798, 'apogeeAltitude': 800.0505702213995, 'apogeeX': 1.0121802163613727, 'apogeeY': 1.0093474352081457, 'impactTime': 45.69251491556759, 'impactX': 283.7280197954428, 'impactY': -100.07855419635621, 'impactVelocity': -17.58949098882701, 'initialStaticMargin': 3.193809225920152, 'outOfRailStaticMargin': 3.193809225920152, 'finalStaticMargin': 3.1938092259281112, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 23.720906196897772, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.263081596927894, 'drogueInflatedVelocity': 23.720906196897772}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129956894013996, 'apogeeAltitude': 800.0505678800098, 'apogeeX': 1.0122903528561566, 'apogeeY': 1.0093919275004077, 'impactTime': 47.498699158714594, 'impactX': 292.34567817546616, 'impactY': -111.0262046888598, 'impactVelocity': -16.931302368887767, 'initialStaticMargin': 2.6783115590702913, 'outOfRailStaticMargin': 2.6783115590702913, 'finalStaticMargin': 2.678311559077095, 'numberOfEvents': 1, 'executionTime': 0.203125, 'maxVelocity': 22.59832670652562, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 2.1036615375582883, 'drogueInflatedVelocity': 22.59832670652562}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10130674604002494, 'apogeeAltitude': 800.0505822926375, 'apogeeX': 1.0123804144472028, 'apogeeY': 1.0095572003610456, 'impactTime': 43.3050896631878, 'impactX': 279.0142871080643, 'impactY': -78.67644284224355, 'impactVelocity': -19.68719908292093, 'initialStaticMargin': 3.291561663624632, 'outOfRailStaticMargin': 3.291561663624632, 'finalStaticMargin': 3.291561663631869, 'numberOfEvents': 1, 'executionTime': 0.234375, 'maxVelocity': 21.472598154119733, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 0.8405336480738625, 'drogueInflatedVelocity': 15.402752957787094}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10133047693766518, 'apogeeAltitude': 800.0505951187301, 'apogeeX': 1.0126210241293603, 'apogeeY': 1.009811378063909, 'impactTime': 37.020574920157, 'impactX': 242.41291168275598, 'impactY': -43.535226088762876, 'impactVelocity': -21.387202301374256, 'initialStaticMargin': 3.35524958172424, 'outOfRailStaticMargin': 3.35524958172424, 'finalStaticMargin': 3.3552495817311847, 'numberOfEvents': 1, 'executionTime': 0.1875, 'maxVelocity': 32.46197012047373, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.368162995584251, 'drogueInflatedVelocity': 32.46197012047373}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10129621819339303, 'apogeeAltitude': 800.0505793250047, 'apogeeX': 1.0122912529354586, 'apogeeY': 1.009534285333882, 'impactTime': 46.12067420061546, 'impactX': 287.0687020774585, 'impactY': -101.75426227012453, 'impactVelocity': -17.63509155241148, 'initialStaticMargin': 3.561011331870191, 'outOfRailStaticMargin': 3.561011331870191, 'finalStaticMargin': 3.5610113318776264, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 21.09690936921615, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.8665413516039586, 'drogueInflatedVelocity': 21.09690936921615}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.10123135179399075, 'apogeeAltitude': 800.050535334442, 'apogeeX': 1.0116029870929446, 'apogeeY': 1.008683214081391, 'impactTime': 48.32720495637069, 'impactX': 292.71187403450364, 'impactY': -109.32681560492342, 'impactVelocity': -15.85760670454451, 'initialStaticMargin': 2.6360642554873768, 'outOfRailStaticMargin': 2.6360642554873768, 'finalStaticMargin': 2.636064255494946, 'numberOfEvents': 1, 'executionTime': 0.171875, 'maxVelocity': 32.873499498343975, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 3.468650168836002, 'drogueInflatedVelocity': 32.873499498343975}
{'out_of_rail_time': 0.0, 'outOfRailVelocity': 0, 'apogeeTime': 0.1013222757893162, 'apogeeAltitude': 800.0505895417216, 'apogeeX': 1.0125380554304326, 'apogeeY': 1.0097244664736011, 'impactTime': 42.305690414001994, 'impactX': 272.4839618121023, 'impactY': -75.28296293208544, 'impactVelocity': -19.878700031044307, 'initialStaticMargin': 3.241292598470182, 'outOfRailStaticMargin': 3.241292598470182, 'finalStaticMargin': 3.241292598477335, 'numberOfEvents': 1, 'executionTime': 0.140625, 'maxVelocity': 21.639498691247468, 'drogue_triggerTime': 0.10476190476190478, 'drogueInflatedTime': 1.2869880745728741, 'drogueInflatedVelocity': 17.537948136796185}
